#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
1.41666662693023681641 0.10000000149011611938 2.00000000000000000000 116.00000000000000000000 0.28041335940361022949 0.02763865329325199127 1.00002682209014892578 -0.94779372215270996094 0.89017832279205322266 0.28370657563209533691 -0.87343430519104003906 0.89300155639648437500
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
2.07500004768371582031 0.10000000149011611938 2.00000000000000000000 116.00000000000000000000 0.41446575522422790527 0.02824984677135944366 1.00002562999725341797 -1.35144698619842529297 0.82830047607421875000 0.41421955823898315430 -1.27525222301483154297 0.83255082368850708008
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
2.73333334922790527344 0.10000000149011611938 2.00000000000000000000 116.00000000000000000000 0.54896992444992065430 0.02893586084246635437 1.00002491474151611328 -1.75003063678741455078 0.74179321527481079102 0.54297655820846557617 -1.67164981365203857422 0.74752783775329589844
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
3.39166665077209472656 0.10000000149011611938 2.00000000000000000000 116.00000000000000000000 0.68386244773864746094 0.02921791933476924896 1.00002479553222656250 -2.13891887664794921875 0.62838095426559448242 0.66886103153228759766 -2.05918502807617187500 0.63574147224426269531
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
4.05000019073486328125 0.10000000149011611938 2.00000000000000000000 116.00000000000000000000 0.81834542751312255859 0.02741251699626445770 1.00002408027648925781 -2.50744152069091796875 0.48379960656166076660 0.78984111547470092773 -2.43163251876831054688 0.49323311448097229004
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
4.70833349227905273438 0.10000000149011611938 2.00000000000000000000 116.00000000000000000000 0.94454067945480346680 0.01727415248751640320 1.00002467632293701172 -2.82418990135192871094 0.29745191335678100586 0.90135574340820312500 -2.77499580383300781250 0.31188786029815673828
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
5.36666679382324218750 0.10000000149011611938 2.00000000000000000000 116.00000000000000000000 0.99297100305557250977 -0.01724848151206970215 1.00002527236938476562 -2.97733545303344726562 0.04328032582998275757 0.98175257444381713867 -3.02250909805297851562 0.06760580837726593018
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.02500009536743164062 0.10000000149011611938 2.00000000000000000000 116.00000000000000000000 0.66836231946945190430 -0.03217145055532455444 1.00002408027648925781 -2.27132678031921386719 -0.19300527870655059814 0.76877081394195556641 -2.36674833297729492188 -0.19618177413940429688
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.68333339691162109375 0.10000000149011611938 2.00000000000000000000 116.00000000000000000000 0.44253703951835632324 -0.01556245051324367523 1.00002491474151611328 -1.34953629970550537109 -0.13790597021579742432 0.45189368724822998047 -1.39122617244720458984 -0.15156508982181549072
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
7.34166669845581054688 0.10000000149011611938 2.00000000000000000000 116.00000000000000000000 0.35962462425231933594 -0.00629189517349004745 1.00002527236938476562 -1.09685325622558593750 -0.09658015519380569458 0.36162838339805603027 -1.11333096027374267578 -0.10133218765258789062
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.00000000000000000000 0.10000000149011611938 2.00000000000000000000 116.00000000000000000000 0.30960679054260253906 -0.00379621493630111217 1.00002527236938476562 -0.94701814651489257812 -0.07347387820482254028 0.31091684103012084961 -0.95720666646957397461 -0.07613477110862731934
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
0.10000000149011611938 0.10000000149011611938 2.37500000000000000000 116.00000000000000000000 0.06056256219744682312 0.03785516694188117981 1.00002741813659667969 -0.00417462084442377090 0.94456589221954345703 0.02008386142551898956 -0.06179853901267051697 0.94447183609008789062
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
0.75833332538604736328 0.10000000149011611938 2.37500000000000000000 116.00000000000000000000 0.19130858778953552246 0.03797730430960655212 1.00002622604370117188 -0.40959212183952331543 0.93078565597534179688 0.15215496718883514404 -0.46840575337409973145 0.92989021539688110352
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
1.41666662693023681641 0.10000000149011611938 2.37500000000000000000 116.00000000000000000000 0.31926500797271728516 0.03820478916168212891 1.00002622604370117188 -0.81165844202041625977 0.89447420835494995117 0.28371006250381469727 -0.87343150377273559570 0.89271992444992065430
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
2.07500004768371582031 0.10000000149011611938 2.37500000000000000000 116.00000000000000000000 0.44322639703750610352 0.03827806562185287476 1.00002455711364746094 -1.20887625217437744141 0.83500206470489501953 0.41422423720359802246 -1.27524948120117187500 0.83225989341735839844
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
2.73333334922790527344 0.10000000149011611938 2.37500000000000000000 116.00000000000000000000 0.56127196550369262695 0.03755046427249908447 1.00002527236938476562 -1.59966850280761718750 0.75122731924057006836 0.54298222064971923828 -1.67165172100067138672 0.74724745750427246094
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
3.39166665077209472656 0.10000000149011611938 2.37500000000000000000 116.00000000000000000000 0.67061799764633178711 0.03444715961813926697 1.00002336502075195312 -1.98299050331115722656 0.64110004901885986328 0.66886562108993530273 -2.05918169021606445312 0.63550990819931030273
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
4.05000019073486328125 0.10000000149011611938 2.37500000000000000000 116.00000000000000000000 0.76853454113006591797 0.02549342624843120575 1.00002491474151611328 -2.36027574539184570312 0.50000905990600585938 0.78984683752059936523 -2.43164443969726562500 0.49317124485969543457
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
4.70833349227905273438 0.10000000149011611938 2.37500000000000000000 116.00000000000000000000 0.86032855510711669922 0.00500839343294501305 1.00002479553222656250 -2.73633217811584472656 0.31840139627456665039 0.90136671066284179688 -2.77499914169311523438 0.31222057342529296875
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
5.36666679382324218750 0.10000000149011611938 2.37500000000000000000 116.00000000000000000000 0.96980279684066772461 -0.02579681947827339172 1.00002479553222656250 -3.07252597808837890625 0.08323902636766433716 0.98179042339324951172 -3.02261161804199218750 0.06825285404920578003
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.02500009536743164062 0.10000000149011611938 2.37500000000000000000 116.00000000000000000000 0.85750663280487060547 -0.01702444069087505341 1.00002455711364746094 -2.46342658996582031250 -0.20346617698669433594 0.76909464597702026367 -2.36774039268493652344 -0.19680169224739074707
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.68333339691162109375 0.10000000149011611938 2.37500000000000000000 116.00000000000000000000 0.44732648134231567383 -0.01822054572403430939 1.00002503395080566406 -1.42969703674316406250 -0.16706259548664093018 0.45206719636917114258 -1.39176845550537109375 -0.15164107084274291992
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
7.34166669845581054688 0.10000000149011611938 2.37500000000000000000 116.00000000000000000000 0.35343840718269348145 -0.00711947632953524590 1.00002527236938476562 -1.12496018409729003906 -0.10537026822566986084 0.36164852976799011230 -1.11340022087097167969 -0.10133848339319229126
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.00000000000000000000 0.10000000149011611938 2.37500000000000000000 116.00000000000000000000 0.30619338154792785645 -0.00409981934353709221 1.00002479553222656250 -0.96347659826278686523 -0.07765608280897140503 0.31092223525047302246 -0.95722633600234985352 -0.07613649964332580566
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
0.10000000149011611938 0.10000000149011611938 2.75000000000000000000 116.00000000000000000000 -0.05364091321825981140 0.04867302626371383667 1.00002741813659667969 -0.09845395386219024658 0.94368994235992431641 0.02007509395480155945 -0.06181209161877632141 0.94415682554244995117
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
0.75833332538604736328 0.10000000149011611938 2.75000000000000000000 116.00000000000000000000 0.08053812384605407715 0.04828944429755210876 1.00002694129943847656 -0.50683116912841796875 0.92916905879974365234 0.15214659273624420166 -0.46841958165168762207 0.92959392070770263672
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
1.41666662693023681641 0.10000000149011611938 2.75000000000000000000 116.00000000000000000000 0.21773946285247802734 0.04710238426923751831 1.00002562999725341797 -0.91622644662857055664 0.89221692085266113281 0.28370356559753417969 -0.87344586849212646484 0.89244484901428222656
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
2.07500004768371582031 0.10000000149011611938 2.75000000000000000000 116.00000000000000000000 0.35831174254417419434 0.04448721557855606079 1.00002503395080566406 -1.32447421550750732422 0.83224636316299438477 0.41422018408775329590 -1.27526521682739257812 0.83203774690628051758
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
2.73333334922790527344 0.10000000149011611938 2.75000000000000000000 116.00000000000000000000 0.50280857086181640625 0.03931794315576553345 1.00002431869506835938 -1.72783350944519042969 0.74800240993499755859 0.54297655820846557617 -1.67166125774383544922 0.74712574481964111328
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
3.39166665077209472656 0.10000000149011611938 2.75000000000000000000 116.00000000000000000000 0.65093731880187988281 0.02996364980936050415 1.00002372264862060547 -2.11912918090820312500 0.63682913780212402344 0.66885840892791748047 -2.05919790267944335938 0.63555812835693359375
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
4.05000019073486328125 0.10000000149011611938 2.75000000000000000000 116.00000000000000000000 0.79831075668334960938 0.01479298900812864304 1.00002515316009521484 -2.48473191261291503906 0.49392399191856384277 0.78984415531158447266 -2.43167161941528320312 0.49344944953918457031
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
4.70833349227905273438 0.10000000149011611938 2.75000000000000000000 116.00000000000000000000 0.93066662549972534180 -0.00582129694521427155 1.00002336502075195312 -2.79871726036071777344 0.31126603484153747559 0.90137261152267456055 -2.77502226829528808594 0.31267070770263671875
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
5.36666679382324218750 0.10000000149011611938 2.75000000000000000000 116.00000000000000000000 0.99322730302810668945 -0.02084994316101074219 1.00002562999725341797 -2.97946715354919433594 0.06045468896627426147 0.98185217380523681641 -3.02278017997741699219 0.06842207163572311401
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.02500009536743164062 0.10000000149011611938 2.75000000000000000000 116.00000000000000000000 0.70727616548538208008 -0.00203503784723579884 1.00002455711364746094 -2.27532172203063964844 -0.18186610937118530273 0.76891762018203735352 -2.36723375320434570312 -0.19733065366744995117
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.68333339691162109375 0.10000000149011611938 2.75000000000000000000 116.00000000000000000000 0.47996491193771362305 -0.02199412137269973755 1.00002443790435791016 -1.36931765079498291016 -0.14030052721500396729 0.45221430063247680664 -1.39220535755157470703 -0.15169835090637207031
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
7.34166669845581054688 0.10000000149011611938 2.75000000000000000000 116.00000000000000000000 0.37608236074447631836 -0.00838661007583141327 1.00002491474151611328 -1.11149299144744873047 -0.10090580582618713379 0.36168345808982849121 -1.11349689960479736328 -0.10134686529636383057
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.00000000000000000000 0.10000000149011611938 2.75000000000000000000 116.00000000000000000000 0.31929209828376770020 -0.00457187369465827942 1.00002503395080566406 -0.95609670877456665039 -0.07619579881429672241 0.31093287467956542969 -0.95725595951080322266 -0.07613855600357055664
