#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 1.30864525117528485154 0.00131264228381357305 0.99999999999963917752 -2.31481326884133942201 -0.41455119327124556605 1.45978225332893019051 -1.16302829413700381522 0.14757589144708860296 -1.01645286126154488215 0.48239999999995503144
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 1.28970638967149442422 0.00118005919843664300 0.99999999999963307129 -2.34498677718045556162 -0.42035457465032083357 1.45630943993782513424 -1.18715290452552446610 0.13598491597103476436 -1.04204403601386852429 0.49244999999995392459
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 1.27166049739920516970 0.00105054467448219453 0.99999999999962663200 -2.37409962961986886754 -0.42555544914807563739 1.45261471014897747267 -1.21089468438089209457 0.12475361994496414475 -1.06450235204934284816 0.50249999999995287325
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 1.25450716290412511711 0.00092421435901587998 0.99999999999962030373 -2.40219909354972438464 -0.43019342307927344038 1.44872861873026259616 -1.23425628736856185519 0.11387187930290919302 -1.08392439773031057371 0.51254999999995176641
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 1.23824149558122620363 0.00080116607854532201 0.99999999999961608488 -2.42933185194770340232 -0.43430514756394039688 1.44467927563624853882 -1.25724106071117702754 0.10332964420212362167 -1.10040349639041279417 0.52259999999995065956
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 1.22285476836551021407 0.00068148190227203546 0.99999999999961186603 -2.45554383890411687119 -0.43792441754933586484 1.44049250432176112469 -1.27985296561455941244 0.09311698590117935270 -1.11402890180455438340 0.53264999999994955271
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 1.20833498829699981236 0.00056523003051266760 0.99999999999961031172 -2.48088010166224881559 -0.44108227966217650184 1.43619199302469069401 -1.30209650398273835137 0.08322413643146056583 -1.12488520691791338280 0.54269999999994844586
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 1.19466740060922149702 0.00045246651342197150 0.99999999999960231811 -2.50538468606544473261 -0.44380714580970953564 1.43179943870470438583 -1.32397665104691153459 0.07364152187498718138 -1.13305194191728153541 0.55274999999994733901
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 1.18183493186044175083 0.00034323680639692392 0.99999999999959854335 -2.52910054256272287532 -0.44612491001298304472 1.42733468346783687331 -1.34549879353596479881 0.06435978999025836200 -1.13860333934537494294 0.56279999999994623217
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 1.16981857742001404965 0.00023757716944348471 0.99999999999959410246 -2.55206945017588138214 -0.44805906645137022482 1.42281584342397326992 -1.36666867302291050734 0.05536983285912606967 -1.14160824565518437268 0.57284999999994512532
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 1.15859773836086055177 0.00013551591840239044 0.99999999999958943953 -2.57433195606984766002 -0.44963082712955909637 1.41825943001860599324 -1.38749233409138961193 0.04666280516223680896 -1.14213016031799075023 0.58289999999994401847
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 1.14815051251323940740 0.00003707453630872317 0.99999999999958111285 -2.59592732859276331681 -0.45085923795374371892 1.41368046395521451686 -1.40797607697849991304 0.03823013862873696905 -1.14022738529216072223 0.59294999999994291162
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 1.13845394411962042014 -0.00005773134665414223 0.99999999999957867036 -2.61689352186240720144 -0.45176129232858175389 1.40909258188306152348 -1.42812641436399778705 0.03006355314795945699 -1.13595326929763307255 0.60299999999994180477
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 1.12948423620730764583 -0.00014889109611424759 0.99999999999957511765 -2.63726715017046897671 -0.45235204166679265914 1.40450813606974711512 -1.44795003199087268797 0.02215506497679469236 -1.12935653289950077571 0.61304999999994069793
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 1.12121692947439677290 -0.00023639833098304178 0.99999999999956901142 -2.65708347065558969646 -0.45264470244447618796 1.39993828731074598792 -1.46745375281797674205 0.01449699242638724690 -1.12048166186809305955 0.62309999999993959108
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 1.11362705117230165186 -0.00032025028722319358 0.99999999999956323826 -2.67637637286109075774 -0.45265075964249251728 1.39539309135139322215 -1.48664450442142759279 0.00708195936560276299 -1.10936935764180821806 0.63314999999993848423
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 1.10668923716985267980 -0.00040044727995164266 0.99999999999955579977 -2.69517837394369941251 -0.45238006659217611105 1.39088157911209209239 -1.50552928937766328232 -0.00009710316376996925 -1.09605703496697071131 0.64319999999993737738
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 1.10037783010389000893 -0.00047699225622455446 0.99999999999955424546 -2.71352061843699798871 -0.45184094139597974493 1.38641183101640175224 -1.52411515837703936960 -0.00704695696405479525 -1.08057935792376569317 0.65324999999993627053
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 1.09466695626158339039 -0.00054989043119311630 0.99999999999954847230 -2.73143288159789898728 -0.45104026022409354768 1.38199104572540165670 -1.54240918583258457275 -0.01377405811053947909 -1.06296880656809200616 0.66329999999993516369
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 1.08953058360278598471 -0.00061914900068280141 0.99999999999954380936 -2.74894357547796719388 -0.44998354789917921481 1.37762560358142804873 -1.56041844776383609172 -0.02028455960419721718 -1.04325626732771481464 0.67334999999993405684
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 1.08494256311689918348 -0.00068477692362263975 0.99999999999953947949 -2.76607975696410024469 -0.44867506627545822306 1.37332112506087855586 -1.57815000175046682429 -0.02658431508989645559 -1.02147164108880539324 0.68339999999993294999
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 1.08087665551930967034 -0.00074678476812588257 0.99999999999953481655 -2.78286713712696665013 -0.44711790099720533087 1.36908252453008261185 -1.59561086876462998596 -0.03267888350856355123 -0.99764446359917913210 0.69344999999993184314
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 1.07730654512711332416 -0.00080518461539165378 0.99999999999952837726 -2.79933009130082588456 -0.44531404728618334543 1.36491405959089950883 -1.61280801670456397368 -0.03857353457607887171 -0.97180453339955152892 0.70349999999993073629
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 1.07420584261237594959 -0.00085999001595249804 0.99999999999952682295 -2.81549166939670136856 -0.44326449545848073397 1.36081937629432303538 -1.62974834546497993060 -0.04427325500363674116 -0.94398254297662498313 0.71354999999992962945
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 1.07154807821376052424 -0.00091121599313006066 0.99999999999952227103 -2.83137360602316601188 -0.44096931690844498597 1.35680155049139594681 -1.64643867339212301992 -0.04978275539402175071 -0.91421070921475611204 0.72359999999992852260
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 1.06930668689293528750 -0.00095887908887627726 0.99999999999951949547 -2.84699633005577501521 -0.43842775132070366251 1.35286312558158106079 -1.66288572498315589954 -0.05510647776586349855 -0.88252339950812908054 0.73364999999992741575
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 1.06745498685004136519 -0.00100299744746698929 0.99999999999951272311 -2.86237897335972846236 -0.43563829587975283486 1.34900614690972431298 -1.67909611970069927445 -0.06024860367351119600 -0.84895775008475216072 0.74369999999992630890
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 1.06596615276256412308 -0.00104359093277601837 0.99999999999951005858 -2.87753937842978979589 -0.43259879723885175107 1.34523219305413799241 -1.69507636178399412330 -0.06521306290377880399 -0.81355427318972395323 0.75374999999992520205
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 1.06481318508196287631 -0.00108068127508816601 0.99999999999950717200 -2.89249410476930757241 -0.42930654698487286103 1.34154240424036785839 -1.71083283094829452509 -0.07000354274247329311 -0.77635744977886866902 0.76379999999992409521
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 1.06396887671237050377 -0.00111429224360753650 0.99999999999950150986 -2.90725843388667426481 -0.42575838129099780049 1.33793750810802958284 -1.72637177387378093485 -0.07462349781333864340 -0.73741630428818449872 0.77384999999992298836
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 1.06340577840327243919 -0.00114444984098160539 0.99999999999949629181 -2.92184637284290582571 -0.42195078538336722174 1.33441784305185806581 -1.74169929639455878245 -0.07907616049979901418 -0.69678495787150540597 0.78389999999992188151
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 1.06309616421155905819 -0.00117118251629061963 0.99999999999949384932 -2.93627065633994321914 -0.41788000335864133872 1.33098337935287713840 -1.75682135630724234332 -0.08336455196562495007 -0.65452315624207668687 0.79394999999992077466
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 1.06301199842570981424 -0.00119452139304566875 0.99999999999948774310 -2.95054274739582833575 -0.41354215377548131372 1.32763373831142184045 -1.77174375672724870867 -0.08749149379431220286 -0.61069676791849947239 0.80399999999991966781
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 1.06312490539271098378 -0.00121450050879705817 0.99999999999948363527 -2.96467283671043801974 -0.40893335130254504506 1.32436820959061263281 -1.78647213992931286342 -0.09145962026848918069 -0.56537824826818672275 0.81404999999991856097
